record_id,source,pmid,doi,year,title,journal,authors,publication_types,title_abstract_decision,title_abstract_reason,abstract,pubmed_url
PUBMED-0092,PubMed,32509101,,2020,Pathologic characteristics of spinal tuberculosis: analysis of 181 cases.,International journal of clinical and experimental pathology,Li Yongai; Wang Yingqi; Ding Huiqiang; Zhang Ning; Ma Ailing; Shi Jiandang; Niu Ningkui,Journal Article,include,符合首轮筛选,"OBJECTIVE: This study aimed to provide a basis for the diagnosis of spinal TB by analyzing its pathologic characteristics. METHODS: The data of 181 patients with spinal TB who underwent surgery from January 2013 to January 2019 at the General Hospital of Ningxia Medical University were retrospectively analyzed. The participants comprised 80 men and 101 women with an average age of 45.1 ± 16.5 (range: 14-78) years. Based on the assessment of tissue samples, five patients had cervical TB, 49 had thoracic TB, 86 had lumbar TB, 22 had thoracolumbar TB, and 19 had lumbosacral TB. Tuberculous granulation tissue, sclerotic bone, sequestrum, and intervertebral disc tissue were collected for hematoxylin and eosin staining. The proportion of patients with atypical and typical pathologic characteristics was identified and compared for statistical analysis. RESULTS: The typical pathologic characteristics included tubercles, granulomas, caseous necrosis, multinuclear giant cells, infiltration of acute inflammatory cells, sequestration, and fibroblastic proliferation. A total of 119 patients had caseous necrosis, 95 had multinuclear giant cells, 68 had granulomatous inflammation, and 21 had tubercles. Moreover, 46 (25.4%) patients had at least three pathologic characteristics and only 12 (6.6%) exhibited all the pathologic characteristics. Of the 35 (19.3%) patients with atypical pathologic characteristics, 17 had lymphocyte infiltration, 10 had fibroblastic proliferation, 2 had hyaline changes, 1 had local hemorrhage, 1 chronic inflammatory change, 2 had sequestration, 1 had dilated and congested vessels, and 1 had acute suppurative inflammation. CONCLUSIONS: The most common pathologic characteristics were caseous necrosis, multinuclear giant cells, granulomatous inflammation, and tubercles. Moreover, multiple pathologic characteristics were observed in patients with spinal TB and one type of these characteristics was dominant. However, atypical pathologic characteristics were also noted. Thus, both pathologic examination and clinical analysis must be performed to improve the diagnostic rate of spinal TB.",https://pubmed.ncbi.nlm.nih.gov/32509101/
PUBMED-0093,PubMed,32481417,10.1097/MD.0000000000020359,2020,Transforaminal debridement with a posterior-only approach involving placement of an interbody bone graft combined with diseased vertebral fixation for the treatment of thoracic and lumbar tuberculosis: Minimum 5-year follow-up.,Medicine,Zhao Chen; Luo Lei; Pu Xiaobing; Liu Liehua; Li Pei; Liang Lichuan; Luo Fei; Hou Tianyong,Journal Article,include,符合首轮筛选,"The aim of this study was to evaluate the clinical and imaging results of transforaminal debridement with a posterior-only approach involving placement of an interbody bone graft combined with diseased vertebral fixation for the treatment of thoracic and lumbar tuberculosis (TB) with a minimum 5-year follow-up.Sixty-five patients who presented with active thoracic and lumbar TB between October 2006 and August 2013 were retrospectively analyzed: 20 were thoracic TB (group A), 17 were thoracolumbar TB (group B), and 28 were lumbar TB (group C). The patient data, operating time, blood loss, Visual Analog Scale score, Oswestry Disability Index score, correction of kyphosis, recovery of neurological function, and complications were recorded and analyzed.The patients were followed for 68.7 ± 17.8 months. The preoperative average Cobb angles of kyphosis in patients in groups A, B, and C significantly decreased from 28.2 ± 11.9°, 30.5 ± 16.9°, and 10.9 ± 8.8° before surgery to 8.0 ± 5.4°, 5.0 ± 4.1°, and -4.4 ± 1.6° (- indicates lordosis) after surgery, respectively. At the final follow-up time, the Cobb angles were 9.2 ± 6.1°, 6.8 ± 10.0°, and -3.7 ± 2.0°, respectively. The postoperative Cobb angles of kyphosis were significantly improved in all groups (P < .05). The correction loss angles were larger in groups A and B than in group C (P > .05). The operating time, blood loss, and complications were not significantly different between the groups (P > .05). Three (4.6%) patients developed unhealed TB during postoperative anti-TB treatment, and 6 patients (9.2%) with TB relapsed after healing from surgery.The posterior-only approach for the surgical treatment of thoracic and lumbar TB achieved satisfactory outcomes over long-term follow-up. The implantation of pedicle screws in diseased vertebrae reduced the range of fixation, but patients with thoracic and thoracolumbar TB should undergo fixation to at least 1 adjacent normal segment. There were some cases of recurrence after TB healed, and long-term follow-up is therefore necessary.",https://pubmed.ncbi.nlm.nih.gov/32481417/
PUBMED-0094,PubMed,32480296,10.1016/j.clineuro.2020.105944,2020,Tuberculous spondylitis following intravesical bcg-instillation in the treatment of transitional cell carcinoma: Case report and systematic review.,Clinical neurology and neurosurgery,Broekx Senne; Buelens Eveleen,Case Reports; Journal Article; Systematic Review,exclude,综述/非原始研究,"OBJECTIVES: Tuberculous spondylitis (TS), also known as Pott's disease (PD), is a form of tuberculosis in which the vertebral column is affected. Since the first description by Katz et al. in 1992, it became clear that Bacillus Calmette-Guérin (BCG) instillations in the treatment of superficial transitional cell carcinoma (TCC) form a plausible way in which PD is introduced. Nowadays, BCG forms the most effective treatment modality for superficial TCC. The incidence of other than minor complications have been estimated under five per cent. Here we report a case of TS after BCG-instillation in the treatment of TCC. Furthermore, all available literature concerning this topic was gathered into a systematic review. The primary objective was to create an overview of all available literature concerning TS after intravesical BCG-instillations, with an emphasis on the neurosurgical approach of these patients, forming a scaffold at which future case reports can be compared. As a secondary objective, we tried to raise the awareness concerning this very rare complication of intravesical BCG-instillation as a possible cause of low back pain (LBP). PATIENTS AND METHODS: We performed a systematic review, in which patients who developed TS after intravesical BCG-therapy in the treatment of TCC, were examined. A total of twenty-three articles (twenty-four cases) obtained from MEDLINE were included. Search terms included: ""tuberculous spondylitis"", ""Pott's disease"", ""vertebral osteomyelitis"", ""intravesical"", ""Bacillus Calmette-Guérin"" and ""transitional cell carcinoma"". Additional studies were identified by checking reference lists. Furthermore, we present a case concerning one of our own patients who consulted our Neurosurgical department with a similar clinical presentation. This systematic review is in conformity with the PRISMA-guidelines. The case report is in accordance with the CARE statement guidelines. RESULTS: Results are based on twenty-five cases (twenty-four cases extracted from previous literature and our case report). All included articles are case reports written in English. Publication year and recruitment time varies from 1992 to 2018. Mean age at clinical presentation varies from 35 to 94 years old (mean 74). All patients were male. Surgery was performed in 17 out of 25 cases (68%). A posterior approach was performed in seven cases (41%), zero anterior approaches (0%), a combined approach in five cases (29%) and not specified in five cases (29%). All patients received intravesical BCG-instillation in the treatment of TCC, ranging from one month to twelve years before clinical presentation (mean 26). Radiographic abnormalities were seen in thoracic vertebral segments in thirteen cases (52%), eleven cases in lumbar segments (44%), one at the thoracolumbar transition level (4%) and not in cervical vertebral segments. CONCLUSION: Although very rare, TS should be part of the differential diagnosis in patients with LBP, even years after BCG-instillation for TCC. It mostly affects elderly men and involves the thoracolumbar spine through hematogenous spread via Batson's plexus. Antitubercular therapy remains the mainstay in the treatment of TS. A posterior surgical approach, with debridement and stabilization, should be preferred when surgical intervention seems necessary. To our knowledge, this systematic review forms one of the first comprehensive reviews evaluating neurosurgical intervention for PD following intravesical BCG-therapy in the treatment of TCC.",https://pubmed.ncbi.nlm.nih.gov/32480296/
PUBMED-0095,PubMed,32459154,10.1177/0300060520925992,2020,Extreme lateral interbody fusion and percutaneous pedicle screw fixation in the minimally invasive treatment of thoracic tuberculosis.,The Journal of international medical research,Deng Liang; Zhang Yuan-Wei; Xiong Liang-Yu; Zhang Su-Li; Ni Wen-Yan; Xiao Qiang,Case Reports; Journal Article,exclude,病例报告,"OBJECTIVE: As a minimally invasive intervertebral fusion technique popularized in recent years, extreme lateral interbody fusion (XLIF) has various advantages. In this study, we describe the application and efficacy of XLIF for the treatment of thoracic tuberculosis (TB), as this may be an emerging treatment option for thoracic TB in the future. METHODS: We present the case of a 75-year-old man who had suffered from chest and back pain for 1 month. Imaging studies showed destruction of the T12 and L1 vertebral bodies and the T12-L1 intervertebral disc, accompanied by formation of a paravertebral abscess. After 2 weeks of standard anti-TB treatment, the patient underwent debridement of the lesions, XLIF, and percutaneous pedicle screw fixation. RESULTS: The patient's chest and back pain were significantly alleviated after the operation. The patient recovered well, and as of the most recent follow-up had no obvious limitation in thoracolumbar spine function. CONCLUSIONS: XLIF combined with percutaneous pedicle screw fixation for the treatment of thoracic TB can allow for TB lesion debridement, discectomy, and interbody fusion under direct visualization, and can effectively improve patient prognosis.",https://pubmed.ncbi.nlm.nih.gov/32459154/
PUBMED-0096,PubMed,32452185,10.12200/j.issn.1003-0034.2020.02.013,2020,"[One-stage transpedicular debridement, posterior internal fixation and fusion for the treatment of senile thoracolumbar tuberculosis].",Zhongguo gu shang = China journal of orthopaedics and traumatology,Chen Xue-Wu; Xu Hong-Guang; Liu Ping; Yang Xiao-Ming; Zhang Yu; Li Yi-Feng,Journal Article,include,符合首轮筛选,"OBJECTIVE: To evaluate the clinical outcomes of one-stage transpedicular debridement, posterior internal fixation, RBK mixed streptomycin filled bone grafting for the treatment of elderly patients with thoracolumbar tuberculosis. METHODS: The clinical data of 20 elderly patients with thoracolumbar tuberculosis underwent one stage transpedicular debridement, posterior internal fixation, OSTEOSET RBK mixed streptomycin-filled bone grafting from September 2006 to July 2017 were retrospectively analyzed. There were 12 males and 8 females, aged from 62 to 83 years with an average of (72.4±6.9) years old. Visual analogue scale (VAS), Oswestry Disability Index (ODI)were used to evaluate the pain and spinal function. The kyphosis angle (Cobb angle) of the lesion segment and the bone growth of the lesion area were observed by the X-ray films. RESULTS: All the operations were successful, the operation time was (160.9±23.8) min, and the intraoperative blood loss was (317.9± 112.7) ml. The incisions were healed by first intention, and no sinus and incision were delayed. Spinal tuberculosis was completely cured, Frankel grade has one or more improvements. The VAS score decreased from (7.50±1.15) points before surgery to (1.70±1.39) points at 12 months after surgery (P<0.05). The ODI score decreased from preoperative (92.50±1.17)% to (12.80±0.89)% at the final follow up (P<0.05). The sagittal Cobb angle of the lesion segment decreased from preoperative (24.2±1.6)° to (8.3±0.7)°at 12 months after surgery(P<0.05), the kyphosis deformity was significantly corrected. In all cases, bone fusion was achieved in bone graft area, without bone nonunion and device fracture complications. CONCLUSION: One-stage transpedicular debridement, posterior internal fixation, RBK mixed streptomycin filled bone grafting is suitable for thoracolumbar tuberculosis patients with good general condition and less vertebral destruction.",https://pubmed.ncbi.nlm.nih.gov/32452185/
PUBMED-0097,PubMed,32324329,10.1111/os.12650,2020,Treatment of Spinal Tuberculosis of GATA Type III: Primary Posterior Debridement Combined with Osteotomy Parallel to the Endplates for Reconstruction.,Orthopaedic surgery,Feng Yi; Wang Yu-Shan; Lv Jia; Lv Zhi; Zhao Bin; Zhao Sheng; Cheng Cai-Tong,Journal Article,include,符合首轮筛选,"To evaluate the curative effect of one-stage posterior debridement and osteotomy parallel to the endplates for reconstruction, deformity correction, and tuberculosis control on treating the spinal tuberculosis of graded GATA III. From July of 2012 to December of 2017, there were 36 cases from the Second Hospital of Shanxi Medical University with thoracic and lumbar tuberculosis graded GATA III, in which we used osteotomy parallel to the endplates and reconstruction for treatment,16 for males and 20 for females. The local Cobb angles of kyphosis of all patients are greater than or equal to 20.The age varied from 28 months to 72 years with an average of 38.8 years. There were 15 cases of thoracic segment, 12 cases of thoracolumbar segment (T11 -L2 ), 9 cases of lumbar segment. Preoperative results of ASIA were 3 cases of grade C,5 cases of grade D and 28 cases of grade E with an average kyphosis Cobb angle of 37.21 ± 3.28. The visual analogue scale(VAS) scores preoperatively were 0-8 points (averaged 5.58 ± 1.66 points). All the patients had paraspinal abscesses. After completing the preoperative examinations and evaluations, the osteotomy parallel to the endplates and reconstruction were executed. We made a statistical analysis of the Cobb angles, visual analogue scale(VAS) scores, erythrocyte sedimentation rate (ESR), C-reaction protein(CRP), and ASIA grades before and after the surgery. The following-up time varied from 12 to 24 months, with an average of 18 months. The VAS score improved from 5.58 ± 1.66 before the surgery to 3.25 ± 0.92 one month after the surgery and 2.12 ± 0.73 at the last follow-up. The Cobb angles decreased from 37.21° ± 3.28° before the surgery to 5.72°± 2.66° one month later and 5.99° ± 1.92° at the last follow-up. The ESR decreased from 55.34 ± 1.72 mm/1 h before the surgery to 28.22 ± 3.76 mm/1 h one month later and 11.54 ± 0.46 mm/1 h at the last follow-up. The CRP decreased from 35.22 ± 2.46 mg/L before to 12.67 ± 2.82 mg/L and 4.50 ± 2.11 mg/L at the last follow-up. The results of the last ASIA grades were 1 case of grade D and 35 cases of grade E. The one-stage posterior debridement and osteotomy parallel to the endplates for patients with spinal tuberculosis of graded GATA III are not only beneficial to spinal reconstruction, but also obtain ideal reconstuction effects.",https://pubmed.ncbi.nlm.nih.gov/32324329/
PUBMED-0098,PubMed,32306010,10.19723/j.issn.1671-167X.2020.02.013,2020,[Diagnosis and treatment of primary intraspinal abscess].,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,Ma C C; Wang Z Y; Lin G Z,Journal Article,include,符合首轮筛选,"OBJECTIVE: To summarize the feature and treatment of the primary intraspinal abscess in order to improve the prognosis. METHODS: In the study, 13 cases of primary intraspinal abscess of the recent 20 years were retrospectively analyzed. The history, etiology, pathogen, surgical methods and prognosis were summarized. RESULTS: The course of the illness ranged from 7 days to 6 months. All the cases began with pain. Of the 13 patients, 10 had limb weakness. Five had a fever and 8 had increased white blood cells. As for distribution, 1 was in cervical vertebra, 1 in cervicothoracic junction, 1 in thoracic vertebra, 4 in thoracolumbar junction, and 6 in lumbosacral segment. The results of bacterial culture were positive in 4 cases, 3 cases were diagnosed as tuberculosis by pathological examination, and 1 case was recognized as infection of Brucella melitensis bacteria because of prior brucellosis. The pathogen of the remaining cases were unclear. All the cases received surgical treatment and pathology examination. The surgical aim was mainly removal of the lesion, decompression and drainage. Postoperatively anti-infection and glucocorticoid therapy were performed according to the pathogeny results and clinical experience. Incision abscesses were seen in 2 cases and reoperations including debridement and repair with transferred muscle flap were performed. Postoperative follow-up ranged from 6 months to 3 years (mean 1.8 years). One case suffered postoperative recurrence and the abscess spread along the vertebral canal. Reoperation was performed. Infections of all the cases were recovered completely and the nervous system signs were all improved in different degrees. CONCLUSION: The onset of primary intraspinal abscess is relatively urgent, mainly with pain. The lumbar and sacral vertebra is the predilection site. The bacterial culture is mostly negative. Early operation and use of sufficient amount of broad-spectrum antibiotic are recommended. If the incision abscess forms after the operation, it is advisable to transfer the muscle flap to repair the coloboma on the basis of debridement. In order to relieve edema of spinal cord and nerve root, the glucocorticoid can be used in the escort of antibiotics.",https://pubmed.ncbi.nlm.nih.gov/32306010/
PUBMED-0099,PubMed,32197241,10.3171/2020.1.SPINE191152,2020,Short-term outcome of lamina-sparing decompression in thoracolumbar spinal tuberculosis.,Journal of neurosurgery. Spine,Yadav Gagandeep; Kandwal Pankaj; Arora Shobha S,Journal Article,include,符合首轮筛选,"OBJECTIVE: The authors sought to assess the outcomes of lamina-sparing decompression using a posterior-only approach in patients with thoracolumbar spinal tuberculosis (TB). In patients with spinal TB with paraplegia, anterior decompression yields excellent results because it allows direct access to the diseased part of the vertebra, but the anterior approach has related morbidities. Posterior and posterolateral decompression mitigate approach-related morbidities; however, these approaches destabilize the already diseased segment. Lamina-sparing decompression through a posterior-only approach is a modification of posterolateral and anterolateral decompression that allows simultaneous decompression and instrumentation while preserving the posterior healthy bony structure as much as possible. METHODS: Thirty-five patients with spinal TB underwent lamina-sparing decompression and instrumentation. Outcomes were determined by using a visual analog scale (VAS) and the Oswestry Disability Index (ODI) for functional assessment, the American Spinal Injury Association (ASIA) impairment grade for neurological assessment, blood loss and duration of surgery for surgical outcome assessment, and Cobb angles to measure kyphosis correction. RESULTS: In total, 35 patients (12 men and 23 women) with an average age of 35.8 ± 18.7 (range 4-69) years underwent lamina-sparing decompression. Eight patients had dorsal, 7 had dorsolumbar, 7 had lumbar, 9 had multifocal contiguous, and 4 patients had multifocal noncontiguous spinal TB; 33 patients had paradiscal Pott's spine (tuberculous spondylodiscitis), and 2 had central-type disease. The average preoperative Cobb angle was 28.4° ± 14.9° (range 0°-60°) and the postoperative Cobb angle was 16.3° ± 11.3° (44° to -15°). There was loss of 1.6° ± 1.5° (0°-5°) during 16 months of follow-up. Average blood loss was 526 ± 316 (range 130-1200) ml. Duration of surgery was 228 ± 79.14 (range 60-320) minutes. Level of vertebral instrumentation on average was 0.97 ± 0.8 (range 0-4) vertebra proximal and 1.25 ± 0.75 (0-3) distal to the diseased segment. Neurological recovery during the immediate postoperative period occurred in 23 of 27 patients (85.1%). All patients had recovered at the final follow-up at 16 months. The preoperative ODI score improved from 76.4 ± 17.9 (range 32-100) to 6.74 ± 17.2 (0-60) at 16 months. The preoperative VAS score improved from 7.48 ± 1.16 (6-10) to 0.47 ± 1.94 (0-8). Surgical site infection occurred in 2 patients, and 1 patient had an intraoperative dural tear that was successfully repaired. One patient developed implant loosening at 3 months, which was managed by extended instrumentation. CONCLUSIONS: To achieve stability, lamina-sparing decompression allows fixation of lower numbers of vertebrae proximal and distal to the diseased segment. This method has a fair outcome in terms of kyphosis correction, good functional and neurological recovery, shorter surgical duration than conventional methods, and less blood loss.",https://pubmed.ncbi.nlm.nih.gov/32197241/
PUBMED-0100,PubMed,32181188,10.4103/ajns.AJNS_345_19,2020,Extend of Skipped Multifocal Noncontiguous Spinal Tuberculosis Beyond Imagination: A Rare Case Report and Literature Review.,Asian journal of neurosurgery,Sonawane Dhiraj Vithal; Garg Bipul Kumar; Jadhav Kishor Bapuji,Case Reports; Journal Article,exclude,病例报告,"Skipped multifocal extensive spinal tuberculosis involving the whole spine is very rare, which presents with atypical presentations and imaging features. So far, only five cases have been reported. Most of these patients have only two noncontiguous lesions. We are reporting a case of an 18-year-old boy with noncontiguous multifocal spinal tuberculosis involving cervical, thoracic, thoracolumbar, and lumbar segments. The patient was treated with antituberculous drug therapy and was operated for thoracolumbar spinal lesion. He made an excellent recovery. The possibility of tuberculosis is considered for any skip lesions involving the spine cautiously. Careful physical examination, trials of antitubercular therapy, and using the whole spine magnetic resonance imaging routinely also play an important role in the diagnosis and treatment of this disease. In patients with noncontiguous spinal involvement, there is a high percentage of requirement of surgical treatment due to fulminant behavior of the disease in these patients.",https://pubmed.ncbi.nlm.nih.gov/32181188/
PUBMED-0101,PubMed,31983359,10.1017/S0950268820000011,2020,Multi-drug resistant spinal tuberculosis-epidemiological characteristics of in-patients: a multicentre retrospective study.,Epidemiology and infection,Yang S; Yu Y; Ji Y; Luo D J; Zhang Z Y; Huang G P; He F Y; Wu W J,Journal Article; Multicenter Study; Observational Study,include,符合首轮筛选,"Tuberculosis (TB) is the leading cause of death among infectious diseases. China has a high burden of TB and accounted for almost 13% of the world's cases of multi-drug resistant (MDR) TB. Spinal TB is one reason for the resurgence of TB in China. Few large case studies of MDR spinal TB in China have been conducted. The aim of this research was to observe the epidemiological characteristics of inpatients with MDR spinal TB in six provinces and cities of China from 1999-2015. This is a multicentre retrospective observational study. Patients' information was collected from the control disease centre and infectious disease database of hospitals in six provinces and cities in China. A total of 3137 patients with spinal TB and 272 patients with MDR spinal TB were analysed. The result showed that MDR spinal TB remains a public health concern and commonly affects patients 15-30 years of age (34.19%). The most common lesions involved the thoracolumbar spine (35.66%). Local pain was the most common symptom (98.53%). Logistic analysis showed that for spinal TB patients, reside in rural district (OR 1.79), advanced in years (OR 1.92) and high education degree (OR 2.22) were independent risk factors for the development of MDR spinal TB. Women were associated with a lower risk of MDR spinal TB (OR 0.48). The most common first-line and second-line resistant drug was isoniazid (68.75%) and levofloxacin (29.04%), respectively. The use of molecular diagnosis resulted in noteworthy clinical advances, including earlier initiation of MDR spinal TB treatment, improved infection control and better clinical outcome. Chemotherapy and surgery can yield satisfactory outcomes with timely diagnosis and long-term treatment. These results enable a better understanding of the MDR spinal TB in China among the general public.",https://pubmed.ncbi.nlm.nih.gov/31983359/
PUBMED-0102,PubMed,31903358,10.4103/ajns.AJNS_261_19,2019,Does Mesh Cage Subsidence Have any Effect on Functional Outcome in Spinal Tuberculosis?,Asian journal of neurosurgery,Rathod Tushar Narayan; Jogani Abhinav Dinesh; Marathe Nandan; Masilamani Kalaivanan; Shende Chetan Vitthalrao; Kamble Prashant,Journal Article,include,符合首轮筛选,"INTRODUCTION: Occurrence of mesh cage subsidence in patients undergoing anterior column reconstruction following Tuberculosis spine is frequent radiological finding as bone quality of affected vertebrae is poor. This study aims at determining effect of mesh cage subsidence on functional outcome. METHODS: Retrospective demographics of 30 patients of consecutive series in age range 4-60 year were collected with Clinical outcome evaluation using VAS, ODI and ASIA scale. 30 patient having Dorsolumbar tuberculosis with vertebral involvement ranging from 1-6 with mean vertebral level involvement of 2.71, underwent anterior column reconstruction through posterior only approach between 2011-15 were reviewed. Patients were followed at regular intervals of 6 weeks, 12 weeks, 6 months & thereafter on yearly basis. They were evaluated for interbody height loss with subsidence, fusion & segmental angle. RESULTS: Clinical parameters i.e. VAS & ODI showed improvement in postoperative period which continued to remain same even after subsidence (P < 0.05). Subsidence was categorized as combined anterior + posterior < 5mm; 5 -10mm; >10mm. ODI at follow up was 8.5 ±4.62, 9 ± 2 and 9 ± 4.2 (P = 0.961) respectively & VAS score in above group was 1.3 ± 0.51, 1.5 ± 1.2 & 1.5 ± 0.7 (P = 0.975) respectively. Subsidence was age, spinal level nonspecific. CONCLUSION: Study indicates that though Cage subsidence occurs to varying severity due to weakened vertebral bodies, it did not have significant impact on functional outcome in terms of VAS, ODI or radiological evidence of fusion following reconstruction in Spinal tuberculosis.",https://pubmed.ncbi.nlm.nih.gov/31903358/
PUBMED-0103,PubMed,31872301,10.1007/s00586-019-06260-2,2020,A meta-analysis of the safety and effectiveness of titanium mesh versus bone graft alone for the treatment of thoracolumbar tuberculosis.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",He Zhian; Ou Yufu; Hou Bo; Wei Jianxun; Mu Xiaoping,"Comparative Study; Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't",exclude,综述/非原始研究,"PURPOSE: The aim of this study is to investigate, using a meta-analysis, differences in safety and effectiveness between a titanium mesh bone graft and bone graft alone for the treatment of thoracolumbar spinal tuberculosis. METHODS: PubMed, Web of Science, Cochrane Library, Chinese National Knowledge Infrastructure, Wanfang (Chinese) and other databases were searched up to April 2019 using predetermined terms. Published studies investigating the safety and effectiveness of a titanium mesh bone graft versus a bone graft alone for the treatment of thoracolumbar spinal tuberculosis were included. Two authors independently extracted the data and evaluated the quality of the included articles. A meta-analysis of relevant outcome indicators was performed using Stata 14 and RevMan 5.3 software. RESULTS: We retrieved 8 retrospective studies that met the inclusion criteria and enrolled a total of 401 patients, including 203 patients in the titanium mesh group and 198 in the bone graft only group. Each study was rated as high quality. The meta-analysis results showed no statistically significant differences between the 2 bone graft methods in terms of surgery-related indicators, clinical effectiveness, imaging and complications. CONCLUSIONS: Both titanium mesh and bone grafts alone are effective for the treatment of thoracolumbar spinal tuberculosis based on safety. However, the results of this study do not support the superiority of titanium mesh bone grafts reported in previous studies. Because of the high risk of bias of the conclusions of a meta-analysis of non-randomized studies and the small sample sizes for some of the most important outcomes, randomized controlled trials are expected to further examine the reliability of the present findings.",https://pubmed.ncbi.nlm.nih.gov/31872301/
PUBMED-0104,PubMed,31706297,10.1186/s12891-019-2891-7,2019,"Comparison of three surgical approaches for thoracolumbar junction (T12-L1) tuberculosis: a multicentre, retrospective study.",BMC musculoskeletal disorders,Zeng Yanping; Cheng Peng; Tan Jiulin; Li Zhilin; Chen Yuan; Li Li Tao; Zheng Yonghong; Wang Gaoju,Comparative Study; Journal Article; Multicenter Study,include,符合首轮筛选,"BACKGROUND: The surgical approaches to thoracolumbar junction (T12-L1) tuberculosis were controversial. We aimed to compare the safety and efficacy of three different procedures through a multicentre retrospective study. METHODS: The medical records of thoracolumbar junction tuberculosis patients (n = 177) from January 2005 to January 2015 were collected and reviewed. Forty-five patients underwent anterior debridement and instrumented fusion (Group A), 52 underwent anterior combined with posterior debridement and instrumented fusion (Group B) and 80 underwent posterior-only debridement and instrumented fusion (Group C). Patients with neurological deficit were 10 in Group A, 23 in Group B, 36 in Group C. All patients had a standard preoperative and postoperative anti - tuberculous therapy regimen. Clinical outcomes, laboratory indexes and radiological evaluation of the three groups were compared. Operations at each centre were performed by the respective senior medical teams of the six different hospitals. RESULTS: All three surgical approaches achieved bone fusion and pain relief. Cases with neurological deficits had different degrees of improvement after surgery. The operative time was 330.2 ± 45.4 min, 408.0 ± 54.3 min, 227.9 ± 58.5 min, and the blood loss was 744.0 ± 193.8 ml, 1134.6 ± 328.2 ml, 349.8 ± 289.4 ml in groups A, B and C respectively. The average loss of correction was 5.5 ± 3.7° in group A, 1.6 ± 1.9° in group B, 1.7 ± 2.2° in group C, and the difference between groups except B vs C were of statistically significant (P < 0.05). CONCLUSIONS: For patients with thoracolumbar junction (T12-L1) tuberculosis, the posterior-only procedure is the better than the anterior-only procedure in the correction of kyphosis and maintenance of spinal stability. The posterior-only procedure is recommended because it achieves the same efficacy as combined procedure with shorter operation time, less blood loss and trauma.",https://pubmed.ncbi.nlm.nih.gov/31706297/
PUBMED-0105,PubMed,31352728,10.31616/asj.2018.0200,2019,Extended Posterior Decompression and Instrumented Fusion for Spinal Tuberculosis.,Asian spine journal,Kunakornsawat Sombat; Philawuth Nattaphon; Piyaskulkaew Chaiwat; Pruttikul Pritsanai; Pluemvitayaporn Tinnakorn; Kittithamvongs Piyabuth,Journal Article,include,符合首轮筛选,"STUDY DESIGN: Retrospective cohort. PURPOSE: To evaluate clinical outcomes, including pain and neurologic status, and to evaluate radiographic outcomes of patients treated with extended posterior decompression, posterior fixation, and fusion in different vertebral segments. OVERVIEW OF LITERATURE: The standard surgical treatment of spinal tuberculosis is radical debridement via anterior approach. However, this approach may lead to several serious complications. Meanwhile, extended posterior approach, the posterior surgical approach, involving the removal of posterior elements, ribs, and pedicles, is an alternative option that can achieve the aims of treatment in this disease and may reduce the serious complications from anterior approach. METHODS: The medical records and imaging of 50 patients admitted with spinal tuberculosis from January 2010 to June 2016 were reviewed. The Visual Analog Scale (VAS), Frankel grading scale, and kyphotic Cobb angle between the pre- and postoperative periods were used to evaluate the patients. RESULTS: The patients had significant improvement of VAS score in all the groups. The T/T-L, L, and L-S group scores improved from 7.2±1.5 to 1.7±1.2 (p<0.01), from 8.1±1.8 to 1.7±1.4 (p<0.01), and from 7.9±2.2 to 1.7±0.8 (p<0.01), respectively, and overall, the patient scores (n=50) improved from 7.8±1.4 to 1.7±1.3 (p<0.01). Ten patients (20%) had Frankel grade E preoperatively, which was improved to 38 patients (76%) postoperatively. A significant improvement of the kyphotic Cobb angle was observed when compared at the preoperative, early postoperative, and final follow-up period in the T/T-L, L, and L-S groups. The loss of correction angle in the LS group was 7.7°±4.3° at the final follow-up compared with the early postoperative correction angle at 9.1°±5.8°, with no statistically significant difference. CONCLUSIONS: Extended posterior decompression, posterior instrumentation, and fusion are effective methods of surgery for treatment of spinal tuberculosis involved in the thoracic, thoracolumbar, lumbar, and lumbosacral regions.",https://pubmed.ncbi.nlm.nih.gov/31352728/
